node_id,zone_id,x_coord,y_coord,geometry
1,1,-75.15135300535715,39.9170642517857,POINT (-75.15135300535715 39.9170642517857)
2,2,-75.17864983626372,39.89104911538461,POINT (-75.17864983626372 39.89104911538461)
3,3,-75.09079207475729,40.03446718446602,POINT (-75.09079207475729 40.03446718446602)
4,4,-75.07711873023254,40.03493964186048,POINT (-75.07711873023254 40.03493964186048)
5,5,-75.06922138392858,40.039250378571424,POINT (-75.06922138392858 40.039250378571424)
6,6,-75.04813513023255,40.036527044186045,POINT (-75.04813513023255 40.036527044186045)
7,7,-75.05914298235294,40.03259894705881,POINT (-75.05914298235294 40.03259894705881)
8,8,-75.0669848745098,40.03130401764706,POINT (-75.0669848745098 40.03130401764706)
9,9,-75.05561235263158,40.02704041228069,POINT (-75.05561235263158 40.02704041228069)
10,10,-75.04501168701303,40.02659164285713,POINT (-75.04501168701303 40.02659164285713)
11,11,-75.03914390819673,40.03019401475409,POINT (-75.03914390819673 40.03019401475409)
12,12,-75.03411728333334,40.03469506818179,POINT (-75.03411728333334 40.03469506818179)
13,13,-75.04331475798321,40.01890859075629,POINT (-75.04331475798321 40.01890859075629)
14,14,-75.01195059999999,40.03499500588235,POINT (-75.01195059999999 40.03499500588235)
15,15,-75.0887819939394,40.05690880909091,POINT (-75.0887819939394 40.05690880909091)
16,16,-75.08240892790698,40.05431118837209,POINT (-75.08240892790698 40.05431118837209)
17,17,-75.0741554322034,40.04939617118646,POINT (-75.0741554322034 40.04939617118646)
18,18,-75.02803311578948,40.044617968421065,POINT (-75.02803311578948 40.044617968421065)
19,19,-75.04496084166666,40.05500538833334,POINT (-75.04496084166666 40.05500538833334)
20,20,-75.05171141688312,40.05408327792208,POINT (-75.05171141688312 40.05408327792208)
21,21,-75.06455693958331,40.05514060208333,POINT (-75.06455693958331 40.05514060208333)
22,22,-75.07529360677965,40.061355162711855,POINT (-75.07529360677965 40.061355162711855)
23,23,-75.0186860382353,40.05618894705882,POINT (-75.0186860382353 40.05618894705882)
24,24,-75.01120184590165,40.04455075409836,POINT (-75.01120184590165 40.04455075409836)
25,25,-75.04255535569618,40.06387935443036,POINT (-75.04255535569618 40.06387935443036)
26,26,-75.02718277547172,40.03719637924527,POINT (-75.02718277547172 40.03719637924527)
27,27,-74.98967954375,40.09871019583333,POINT (-74.98967954375 40.09871019583333)
28,28,-74.98657473103447,40.08149252068965,POINT (-74.98657473103447 40.08149252068965)
29,29,-74.98133660937498,40.09657468125,POINT (-74.98133660937498 40.09657468125)
30,30,-74.97186300238096,40.1008175047619,POINT (-74.97186300238096 40.1008175047619)
31,31,-74.98976036153846,40.11147884102562,POINT (-74.98976036153846 40.11147884102562)
32,32,-74.99772634166665,40.123706000000006,POINT (-74.99772634166665 40.123706000000006)
33,33,-75.01046046666669,40.09106079074075,POINT (-75.01046046666669 40.09106079074075)
34,34,-75.25499137187498,39.98453523749999,POINT (-75.25499137187498 39.98453523749999)
35,35,-75.23431088604652,40.06693499767441,POINT (-75.23431088604652 40.06693499767441)
36,36,-75.21127520454546,40.08155585227272,POINT (-75.21127520454546 40.08155585227272)
37,37,-75.20662729375,40.03860940729168,POINT (-75.20662729375 40.03860940729168)
38,38,-75.26283982571431,39.97255171999999,POINT (-75.26283982571431 39.97255171999999)
39,39,-75.14100692045453,39.9457437090909,POINT (-75.14100692045453 39.9457437090909)
40,40,-75.14571613518521,39.91480116203704,POINT (-75.14571613518521 39.91480116203704)
41,41,-75.14032916060604,40.055135939393935,POINT (-75.14032916060604 40.055135939393935)
42,42,-75.131948044,40.055607564,POINT (-75.131948044 40.055607564)
43,43,-75.1329829,40.049308800000006,POINT (-75.1329829 40.049308800000006)
44,44,-75.13211851515149,40.039597151515146,POINT (-75.13211851515149 40.039597151515146)
45,45,-75.13958658717948,40.0430641897436,POINT (-75.13958658717948 40.0430641897436)
46,46,-75.14694288113209,40.04334491698113,POINT (-75.14694288113209 40.04334491698113)
47,47,-75.1408112819672,40.034473022950806,POINT (-75.1408112819672 40.034473022950806)
48,48,-75.15366865624999,40.025864287500006,POINT (-75.15366865624999 40.025864287500006)
49,49,-75.14906634545456,40.03002194999999,POINT (-75.14906634545456 40.03002194999999)
50,50,-75.14392886885246,40.0261305262295,POINT (-75.14392886885246 40.0261305262295)
51,51,-75.13821247333333,40.024021785,POINT (-75.13821247333333 40.024021785)
52,52,-75.1436039368421,40.01871001578947,POINT (-75.1436039368421 40.01871001578947)
53,53,-75.05986495999998,40.04269609333333,POINT (-75.05986495999998 40.04269609333333)
54,54,-75.05541622647058,40.03899720882352,POINT (-75.05541622647058 40.03899720882352)
55,55,-75.03808265641025,40.04049941282051,POINT (-75.03808265641025 40.04049941282051)
56,56,-75.04801828333335,40.04344041666667,POINT (-75.04801828333335 40.04344041666667)
57,57,-75.01447747619046,40.10150692619048,POINT (-75.01447747619046 40.10150692619048)
58,58,-75.01301148769228,40.12954680000002,POINT (-75.01301148769228 40.12954680000002)
59,59,-75.05921113623185,40.06162630434783,POINT (-75.05921113623185 40.06162630434783)
60,60,-75.04846800731708,40.066587124390246,POINT (-75.04846800731708 40.066587124390246)
61,61,-75.08477849032258,40.06776972258064,POINT (-75.08477849032258 40.06776972258064)
62,62,-75.07382126571427,40.07093245714285,POINT (-75.07382126571427 40.07093245714285)
63,63,-75.03424417090909,40.066448921818186,POINT (-75.03424417090909 40.066448921818186)
64,64,-75.02807402399999,40.056966608,POINT (-75.02807402399999 40.056966608)
65,65,-75.01397664054055,40.06285410000001,POINT (-75.01397664054055 40.06285410000001)
66,66,-74.98634147199999,40.048366,POINT (-74.98634147199999 40.048366)
67,67,-74.99230339142858,40.05567278142858,POINT (-74.99230339142858 40.05567278142858)
68,68,-75.0566446871795,40.07023177948717,POINT (-75.0566446871795 40.07023177948717)
69,69,-75.08056467123288,40.07652989863015,POINT (-75.08056467123288 40.07652989863015)
70,70,-75.00399253714286,40.06160651142858,POINT (-75.00399253714286 40.06160651142858)
71,71,-75.19770115357144,40.07226437857143,POINT (-75.19770115357144 40.07226437857143)
72,72,-75.2114246935484,40.07457780967742,POINT (-75.2114246935484 40.07457780967742)
73,73,-75.2070345763158,40.054893042105256,POINT (-75.2070345763158 40.054893042105256)
74,74,-75.18890088666669,40.06713008333333,POINT (-75.18890088666669 40.06713008333333)
75,75,-75.18335182499999,40.073014575,POINT (-75.18335182499999 40.073014575)
76,76,-75.17605507894737,40.0800153368421,POINT (-75.17605507894737 40.0800153368421)
77,77,-75.16990445185186,40.07579197777777,POINT (-75.16990445185186 40.07579197777777)
78,78,-75.17549070425534,40.07060015957447,POINT (-75.17549070425534 40.07060015957447)
79,79,-75.16886669500002,40.06630177000001,POINT (-75.16886669500002 40.06630177000001)
80,80,-75.17005409249998,40.0545648475,POINT (-75.17005409249998 40.0545648475)
81,81,-75.1909269850575,39.9500393908046,POINT (-75.1909269850575 39.9500393908046)
82,82,-75.19606189495798,39.98128616764706,POINT (-75.19606189495798 39.98128616764706)
83,83,-75.21839353265302,39.90305263673472,POINT (-75.21839353265302 39.90305263673472)
84,84,-75.19591246923078,40.056394275,POINT (-75.19591246923078 40.056394275)
85,85,-75.11872896304348,40.039338884782616,POINT (-75.11872896304348 40.039338884782616)
86,86,-75.11717601587301,40.02947519206349,POINT (-75.11717601587301 40.02947519206349)
87,87,-75.1079326517857,40.03438659642856,POINT (-75.1079326517857 40.03438659642856)
88,88,-75.09845757526882,40.02671778817202,POINT (-75.09845757526882 40.02671778817202)
89,89,-75.08311564117649,40.02629950588236,POINT (-75.08311564117649 40.02629950588236)
90,90,-75.07712964146343,40.031379165853664,POINT (-75.07712964146343 40.031379165853664)
91,91,-75.06352403636365,40.02311834000002,POINT (-75.06352403636365 40.02311834000002)
92,92,-75.05140891714285,40.021007982857135,POINT (-75.05140891714285 40.021007982857135)
93,93,-75.15715506304346,40.06865995,POINT (-75.15715506304346 40.06865995)
94,94,-75.16180598958331,40.06227589166666,POINT (-75.16180598958331 40.06227589166666)
95,95,-75.15426971707316,40.058622470731706,POINT (-75.15426971707316 40.058622470731706)
