link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
1,1,303,1,6388.002995966983,3.9693309033311692,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.21106 2.13814, 1.19552 2.19345)"
2,1,304,1,10133.617933120075,6.29675390726638,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.21106 2.13814, 1.25207 2.21954)"
3,1,306,1,11005.661746997019,6.838618158373632,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.21106 2.13814, 1.11288 2.12509)"
4,1,307,1,12256.555611162014,7.615889502008286,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.21106 2.13814, 1.27879 2.22514)"
5,2,253,1,7754.303764727647,4.818312951102718,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.753725 1.33595, 0.815862 1.36764)"
6,2,255,1,11695.573117338154,7.267310274608321,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.753725 1.33595, 0.68786 1.41797)"
7,2,256,1,7848.78330524538,4.877019961751638,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.753725 1.33595, 0.786037 1.27319)"
8,2,272,1,5519.667238794888,3.4297707375662627,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.753725 1.33595, 0.802814 1.32849)"
9,3,258,1,7406.751191957184,4.6023532578306545,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.981148 1.35335, 0.918389 1.33098)"
10,3,259,1,5251.085648839105,3.262881460001681,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.981148 1.35335, 0.981769 1.30613)"
11,3,260,1,7832.461479332655,4.866878024117126,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.981148 1.35335, 1.01657 1.29246)"
12,3,261,1,11446.437382989985,7.11250412155914,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.981148 1.35335, 1.0613 1.28873)"
13,4,226,1,6533.7720569891,4.059907823697355,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.24834 1.39995, 1.26636 1.45588)"
14,4,231,1,13413.285875669297,8.334650152030832,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.24834 1.39995, 1.25269 1.5205)"
15,4,232,1,4283.23462505589,2.6614852206841877,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.24834 1.39995, 1.24834 1.36143)"
16,4,263,1,12186.113282338216,7.572118559371058,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.24834 1.39995, 1.21913 1.29432)"
17,5,254,1,10760.63236540047,6.686363580971374,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.805299 1.55467, 0.845067 1.46644)"
18,5,255,1,20036.577511274943,12.450183001276887,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.805299 1.55467, 0.68786 1.41797)"
19,5,352,1,6657.815814457097,4.136985232739569,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.805299 1.55467, 0.749997 1.57767)"
20,5,353,1,4501.512534546655,2.797117162654663,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (0.805299 1.55467, 0.792872 1.5932)"
21,6,196,1,18322.315538454688,11.384987347890869,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.32477 1.06006, 1.42294 0.927709)"
22,6,223,1,2682.832828113943,1.6670391763791015,1,999999,,,0,0,,0,4,1,0,-1,0.0,"LINESTRING (1.32477 1.06006, 1.32974 1.03645)"
