node_id,zone_id,x_coord,y_coord,geometry
1,1,-86.83828903338143,3.2589249891909926,POINT (-86.83828903338143 3.2589249891909926)
2,2,-87.52414785821587,2.8895432654018465,POINT (-87.52414785821587 2.8895432654018465)
3,3,-87.29062814799906,2.8063500402383443,POINT (-87.29062814799906 2.8063500402383443)
4,4,-87.6623188667865,3.2383170861540957,POINT (-87.6623188667865 3.2383170861540957)
5,5,-87.30092788386135,3.26958234554028,POINT (-87.30092788386135 3.26958234554028)
6,6,-87.39912065811492,2.202501620259761,POINT (-87.39912065811492 2.202501620259761)
7,7,-87.17226834981707,2.4541659057708283,POINT (-87.17226834981707 2.4541659057708283)
8,8,-86.54162140481968,2.0159308988994042,POINT (-86.54162140481968 2.0159308988994042)
9,9,-86.28991960310145,2.614440007389945,POINT (-86.28991960310145 2.614440007389945)
10,10,-86.75487935588204,1.5808322497923841,POINT (-86.75487935588204 1.5808322497923841)
11,11,-86.67380770117316,1.6791989742574758,POINT (-86.67380770117316 1.6791989742574758)
12,12,-87.45780690257828,4.7593713761604,POINT (-87.45780690257828 4.7593713761604)
13,13,-87.71300250396915,3.8771094800007084,POINT (-87.71300250396915 3.8771094800007084)
14,14,-87.50667648183916,3.6066627169480623,POINT (-87.50667648183916 3.6066627169480623)
15,15,-88.3925110465844,4.470452327208031,POINT (-88.3925110465844 4.470452327208031)
16,16,-88.4313360416062,3.6226569694264517,POINT (-88.4313360416062 3.6226569694264517)
17,17,-88.22488173124697,3.3313570681607687,POINT (-88.22488173124697 3.3313570681607687)
18,18,-88.09928946352373,3.6270001865233126,POINT (-88.09928946352373 3.6270001865233126)
19,19,-89.06745269222611,6.658450383530632,POINT (-89.06745269222611 6.658450383530632)
20,20,-87.48584335974186,1.1782033360788486,POINT (-87.48584335974186 1.1782033360788486)
21,21,-86.4892788003769,1.229157852235889,POINT (-86.4892788003769 1.229157852235889)
22,22,-87.15744364862967,1.8230498711445302,POINT (-87.15744364862967 1.8230498711445302)
23,23,-87.4587885503033,1.928647703378184,POINT (-87.4587885503033 1.928647703378184)
24,24,-89.16938171919149,0.9455747520041277,POINT (-89.16938171919149 0.9455747520041277)
25,25,-88.04142695312778,1.2157641643935966,POINT (-88.04142695312778 1.2157641643935966)
26,26,-87.99279455919063,1.9565957427994563,POINT (-87.99279455919063 1.9565957427994563)
27,27,-88.4371106967034,1.8830297595857075,POINT (-88.4371106967034 1.8830297595857075)
28,28,-88.7775749268555,2.3081579915326085,POINT (-88.7775749268555 2.3081579915326085)
29,29,-89.2424084383345,2.426832443734935,POINT (-89.2424084383345 2.426832443734935)
30,30,-88.75436907867564,2.833842984498042,POINT (-88.75436907867564 2.833842984498042)
31,31,-89.18364300375906,3.123634614684037,POINT (-89.18364300375906 3.123634614684037)
32,32,-88.7299506418642,3.236100418810667,POINT (-88.7299506418642 3.236100418810667)
33,33,-89.45615597947396,2.0049853154314006,POINT (-89.45615597947396 2.0049853154314006)
34,34,-88.86709574549415,1.7332756704454786,POINT (-88.86709574549415 1.7332756704454786)
35,35,-87.88213574659618,2.5802080600985997,POINT (-87.88213574659618 2.5802080600985997)
36,36,-87.87317835226077,2.5830462598901702,POINT (-87.87317835226077 2.5830462598901702)
37,37,-87.87015726714584,2.5715120425119893,POINT (-87.87015726714584 2.5715120425119893)
38,38,-87.87898543051476,2.5688571610939888,POINT (-87.87898543051476 2.5688571610939888)
39,39,-87.87238620917343,2.564797756404712,POINT (-87.87238620917343 2.564797756404712)
40,40,-87.86273867663263,2.58581842607061,POINT (-87.86273867663263 2.58581842607061)
41,41,-87.85556472865395,2.5786655665210834,POINT (-87.85556472865395 2.5786655665210834)
42,42,-87.86170243072192,2.5663527648889,POINT (-87.86170243072192 2.5663527648889)
43,43,-87.85311769840837,2.5712332814619527,POINT (-87.85311769840837 2.5712332814619527)
44,44,-87.84369311653782,2.5741563953839948,POINT (-87.84369311653782 2.5741563953839948)
45,45,-87.87954993605184,2.553330615705654,POINT (-87.87954993605184 2.553330615705654)
46,46,-87.87920179712161,2.5419017159576955,POINT (-87.87920179712161 2.5419017159576955)
47,47,-87.8823139157952,2.531163322516239,POINT (-87.8823139157952 2.531163322516239)
48,48,-87.89459954049855,2.5566609862732914,POINT (-87.89459954049855 2.5566609862732914)
49,49,-87.90175833494216,2.5514055911178004,POINT (-87.90175833494216 2.5514055911178004)
