node_id,yard_name,node_type,x_coord,y_coord
eccaa285-54b6-4b0e-9205-0f98d2a1a5b2,TUSCALOOSA,track,-87.56813131227233,33.19786444316382
b3a723b0-7605-44de-bb7b-9c60e751a42c,TUSCALOOSA,track,-87.5753153596493,33.20282727399329
840bc93f-70ce-4537-bd1e-b9ae5473d74a,TUSCALOOSA,track,-87.56813131227233,33.20190684345128
befd174c-3b3b-4973-89a7-26f44177a33a,TUSCALOOSA,track,-87.5753153596493,33.20686967428075
b38e13da-8572-4b0f-be2b-a94ed7f118d7,TUSCALOOSA,track,-87.56813131227233,33.19651697640134
1d88f8ac-6a21-4654-ad3f-17168acff23c,TUSCALOOSA,track,-87.5753153596493,33.20147980723081
f4bf937b-5d68-4b9b-b73c-9c78b75c49e4,BIRMINGHAM (ABWR),long_axis_in,-86.78978747713124,33.56047892384466
23f8c30b-f4d4-4626-9809-85a554e42fc4,BIRMINGHAM (ABWR),long_axis_out,-86.78947742906874,33.56339784567539
2415a2b2-5255-40ce-946e-c5f3df6a97d7,BIRMINGHAM (ABWR),track,-86.78978747713124,33.56182639060715
62c77883-70c1-41b0-886b-122a23395c55,BIRMINGHAM (ABWR),track,-86.78947742906874,33.56474531243788
d0bcad05-4b49-42ee-8a67-d589e7cb714a,BIRMINGHAM (ABWR),track,-86.78978747713124,33.559131457082174
452e1627-c63c-4c76-952e-c1e371dfe069,BIRMINGHAM (ABWR),track,-86.78947742906874,33.5620503789129
e4e6b200-8bef-43ca-823d-cd173eab51ab,BIRMINGHAM (ABWR),track,-86.78978747713124,33.563173857369634
1017ee8f-dabb-4a68-9a13-bafe466088c9,BIRMINGHAM (ABWR),track,-86.78947742906874,33.56609277920036
e2cda475-de3d-4f76-be30-21820eb2c4b0,BIRMINGHAM (ABWR),track,-86.78978747713124,33.55778399031969
a73a32d2-2fbb-4daa-b8e0-d14c69457701,BIRMINGHAM (ABWR),track,-86.78947742906874,33.56070291215042
189634c9-60cd-4e5e-b5ae-60b6a37234f8,GULF,long_axis_in,-79.2705946917564,35.55906691935647
011510a2-50b6-4b30-a7d0-bf1885de3606,GULF,long_axis_out,-79.28568094219271,35.56208739009584
55786f44-170e-4f17-b68b-8e73ddcc161d,GULF,track,-79.2705946917564,35.56041438611896
a453f5e2-d2d9-420e-af37-c073e65a5edc,GULF,track,-79.28568094219271,35.56343485685833
8cbc9e46-d5c9-4119-9f10-cbb52d3e9175,GULF,track,-79.2705946917564,35.55771945259398
37da0efe-91f9-4866-8b07-2eaab4ec22c2,GULF,track,-79.28568094219271,35.56073992333335
efde5957-7308-4e96-9117-295d5e257d78,GULF,track,-79.2705946917564,35.56176185288144
999bd578-2675-4c92-8b76-efb3961fd771,GULF,track,-79.28568094219271,35.56478232362081
fe62cb38-95e1-4eea-93a2-674b9215eccb,GULF,track,-79.2705946917564,35.5563719858315
efaf6453-06e4-4510-bc18-b459109b7551,GULF,track,-79.28568094219271,35.55939245657087
c6c1a8f4-7a4f-46d3-839f-9c0e5dc8e7a1,GLOBAL ETHANOL,long_axis_in,-83.82984156069696,41.81513931901489
7b1ac20c-d5cc-4a4a-aa9a-e6e712f020b3,GLOBAL ETHANOL,long_axis_out,-83.84178166960264,41.82083814282386
e973f953-66f6-45be-a1d2-c39e8309b3ea,GLOBAL ETHANOL,track,-83.82984156069696,41.81648678577738
633356d3-b4d8-4f0f-b3c7-df48627d4fee,GLOBAL ETHANOL,track,-83.84178166960264,41.82218560958635
d37b97b6-0c45-4386-a810-4ed0fd89e563,GLOBAL ETHANOL,track,-83.82984156069696,41.8137918522524
218ea0a0-a0db-4453-87d5-6b8bbe9a0f1b,GLOBAL ETHANOL,track,-83.84178166960264,41.81949067606137
a16d18f6-67e8-4540-89b7-9182ae32fff4,GLOBAL ETHANOL,track,-83.82984156069696,41.81783425253986
a8e4ae72-01b6-4209-8dae-06bc5d9efa20,GLOBAL ETHANOL,track,-83.84178166960264,41.82353307634883
af0658cd-7312-4064-905f-ce172d3471be,GLOBAL ETHANOL,track,-83.82984156069696,41.81244438548992
09f3f269-b8c7-40a9-bb4b-2714ed689bf4,GLOBAL ETHANOL,track,-83.84178166960264,41.81814320929889
c74baa48-bb8b-475d-92ec-22bed24c9beb,ALBANY YARD,long_axis_in,-123.1075666966181,44.62244965976102
1e6fc8c7-eb64-4f2f-876d-d798224f0bcd,ALBANY YARD,long_axis_out,-123.096377681338,44.63389084835157
54d7e51a-16bc-473d-b3ba-a2ce150c53ac,ALBANY YARD,track,-123.1075666966181,44.623797126523506
79ac70e8-bde6-4ef6-a273-29f47687de41,ALBANY YARD,track,-123.096377681338,44.63523831511406
19d0f77d-c4e2-44eb-a77b-f7e4df52aa68,ALBANY YARD,track,-123.1075666966181,44.62110219299853
024bcf95-fbdd-4205-85e5-e17138836785,ALBANY YARD,track,-123.096377681338,44.63254338158908
f26f977e-b97c-4e9d-bc0f-f4b9c0434703,ALBANY YARD,track,-123.1075666966181,44.62514459328599
00ccfce4-aed9-4cbc-ada5-81eee0a2a11e,ALBANY YARD,track,-123.096377681338,44.63658578187654
c9f5436f-809f-420d-bc21-0f89abaf1e7d,ALBANY YARD,track,-123.1075666966181,44.619754726236046
85e0e74c-d443-411e-850c-7f0c29c65831,ALBANY YARD,track,-123.096377681338,44.6311959148266
eb0e5cec-8baa-4f85-882b-7b0e8f9678a9,WELDWOOD YARD,long_axis_in,-122.9012840394743,44.52475563300661
2415e15f-9729-43b8-a5b8-c9f0e8ee4eeb,WELDWOOD YARD,long_axis_out,-122.8962550554891,44.51875692267141
0b429cf1-35f4-4fd2-8f31-99ca9dee6094,WELDWOOD YARD,gate_out,-122.89594,44.51759
72e16d98-dbe5-44b0-8414-da12d5405001,WELDWOOD YARD,track,-122.9012840394743,44.5261030997691
7fe214c6-8be3-4277-a99d-565785f1f707,WELDWOOD YARD,track,-122.8962550554891,44.5201043894339
a9bc47d1-9849-4690-a47b-77408bcf6d53,WELDWOOD YARD,track,-122.9012840394743,44.523408166244124
8b3a4b5d-0651-4280-acf6-aff5b340b1b9,WELDWOOD YARD,track,-122.8962550554891,44.51740945590892
14e0761d-adc4-4f27-9ece-944b73a6949f,WELDWOOD YARD,track,-122.9012840394743,44.527450566531584
62cf8169-65c7-44ff-9d21-9dafcb751c5b,WELDWOOD YARD,track,-122.8962550554891,44.52145185619638
fc57f100-35ae-4552-9704-6c7c28bc03fd,WELDWOOD YARD,track,-122.9012840394743,44.52206069948164
9056ac3a-1c98-4078-a214-4f3d3a67596c,WELDWOOD YARD,track,-122.8962550554891,44.516061989146436
10711a17-f7f4-4620-9d18-b1eb4918e4bc,MAGNOLIA,long_axis_in,-87.67842440256149,32.11968149163621
2eed71a6-0a6b-481d-b884-71efb6fb4cf3,MAGNOLIA,long_axis_out,-87.6779542448929,32.10601161737386
1749275b-4611-4631-a3e8-112c97fdb48d,MAGNOLIA,gate_out,-87.623014,32.053536
d587c170-e637-4138-9108-6b68aae33065,MAGNOLIA,track,-87.67842440256149,32.121028958398696
44ff303c-5495-4a95-82e1-5919c69134c5,MAGNOLIA,track,-87.6779542448929,32.10735908413635
fba6f2d7-32a5-4788-9082-246a5706102d,MAGNOLIA,track,-87.67842440256149,32.11833402487372
ae026bdf-8758-4111-afc8-bc1229345835,MAGNOLIA,track,-87.6779542448929,32.10466415061137
e99ac6d0-ec2f-4231-af92-5ae02ab694a9,MAGNOLIA,track,-87.67842440256149,32.12237642516118
e2b0949c-d195-4694-a967-84e400975c09,MAGNOLIA,track,-87.6779542448929,32.10870655089883
601711ea-1a1b-423a-bcf1-bd66e4d859b2,MAGNOLIA,track,-87.67842440256149,32.116986558111236
5918a820-2710-4624-a084-5c117c4a625d,MAGNOLIA,track,-87.6779542448929,32.10331668384889
811e96a3-32b8-46ca-8442-62358be32e74,MOBILE (AGR),long_axis_in,-88.05075245549634,30.71085459241617
1738cbf8-1494-4fc0-b435-93b988720974,MOBILE (AGR),long_axis_out,-88.05817881546653,30.7225057143431
e55e912d-06a7-4798-aee1-4f6e93274d4a,MOBILE (AGR),track,-88.05075245549634,30.712202059178654
040d92c4-5923-4af9-be0d-851b92a7903f,MOBILE (AGR),track,-88.05817881546653,30.723853181105586
ffe7ea41-9e04-4b16-990f-434e7b953999,MOBILE (AGR),track,-88.05075245549634,30.709507125653683
3213a27b-3aca-416e-b5d3-3c28d9581ddf,MOBILE (AGR),track,-88.05817881546653,30.721158247580615
9b350c1c-971c-4dbf-bd12-c7c236b03aa6,MOBILE (AGR),track,-88.05075245549634,30.713549525941144
596b8b5c-fa29-4b7f-9337-e042f7086bb1,MOBILE (AGR),track,-88.05817881546653,30.725200647868075
5160e3fc-8e3b-4406-b882-709c0409898d,MOBILE (AGR),track,-88.05075245549634,30.708159658891194
e0195ec4-ed5f-4965-91d3-1e4e1e9be938,MOBILE (AGR),track,-88.05817881546653,30.719810780818126
4dcb84f5-77e9-4d8f-8294-b0bd677aefd1,PENSACOLA,long_axis_in,-87.2420818121622,30.40813425835206
e515917a-e4da-487c-9b7a-4b78339142ff,PENSACOLA,long_axis_out,-87.24789779767127,30.41356205718
eb600d7d-41cb-4be4-8f69-884a26c5d68d,PENSACOLA,track,-87.2420818121622,30.409481725114546
c5bd4981-90ea-4af3-a249-6f93a7a85446,PENSACOLA,track,-87.24789779767127,30.414909523942484
d4ba3ac3-7446-47d1-bb79-d1155123c443,PENSACOLA,track,-87.2420818121622,30.406786791589575
9946da08-34d2-44d1-b5df-1f94042817e6,PENSACOLA,track,-87.24789779767127,30.412214590417513
c06bd66e-be40-48e3-a544-8931f04e3d2a,PENSACOLA,track,-87.2420818121622,30.410829191877035
8a0b70bf-9d3c-42bc-aa58-7e49af15aef1,PENSACOLA,track,-87.24789779767127,30.416256990704973
52fca643-5093-451a-a5ea-59d36e7aa6ec,PENSACOLA,track,-87.2420818121622,30.405439324827086
9736aa68-86b0-4ad9-9739-f10a82b7a2f9,PENSACOLA,track,-87.24789779767127,30.410867123655024
da9f74f8-1347-4a2d-9896-a2e575074d22,HELENA,long_axis_in,-90.58753309320547,34.51693930795435
736b754b-41ce-41d9-be5b-37171ade6517,HELENA,long_axis_out,-90.58590957227848,34.52150663968526
80a793b4-b695-4e56-be8a-6ed07081f387,HELENA,gate_in,-90.587938,34.517133
e46f4c3c-b3a4-4c0f-9ac8-d2fba6d6afde,HELENA,track,-90.58753309320547,34.51828677471684
ecf6b4b3-7b9a-4bfd-b1de-ce131ffe1ba1,HELENA,track,-90.58590957227848,34.52285410644775
f09f69a6-392e-497b-9494-5f7594fe7adf,HELENA,track,-90.58753309320547,34.51559184119186
e63d81a5-97b5-4a3e-8329-74c935ba2f09,HELENA,track,-90.58590957227848,34.520159172922774
1f421741-99f5-410e-b4cd-11a5b64d00ab,HELENA,track,-90.58753309320547,34.519634241479324
c5b1f065-3477-4a02-8b7d-005874ce92b6,HELENA,track,-90.58590957227848,34.524201573210235
207ba894-2f08-4fea-928b-85b80ab85b2f,HELENA,track,-90.58753309320547,34.51424437442938
f08ab6b0-3daf-4da2-bdaa-bff46bd4ba71,HELENA,track,-90.58590957227848,34.51881170616029
7f6bc1e9-7196-4688-adcd-3c4be1cc269e,MALVERN,long_axis_in,-92.82263488878438,34.36014082875486
2837a28e-2893-4371-9a7f-485d2fd5017d,MALVERN,long_axis_out,-92.81833340012442,34.36736502931753
922a53ba-5fd9-466f-9ffb-82d346c21ea7,MALVERN,track,-92.82263488878438,34.36148829551735
14cfc825-a0b3-4016-bbff-f62c38237223,MALVERN,track,-92.81833340012442,34.36871249608002
d43fbb4d-66a7-45d5-9d49-c8958dd297b4,MALVERN,track,-92.82263488878438,34.35879336199237
c54996ac-f3d2-49c3-b1d6-d91de2bb29ef,MALVERN,track,-92.81833340012442,34.366017562555044
763ac5c4-3ba1-424f-8442-8adbdbe14742,MALVERN,track,-92.82263488878438,34.36283576227983
7d98fbd9-c0f3-4d77-9a2b-c527aec9664c,MALVERN,track,-92.81833340012442,34.370059962842504
088138ad-a4ad-4f7d-9695-b2fa198cfaa7,MALVERN,track,-92.82263488878438,34.35744589522989
ece4aa27-bc4d-4dd2-9755-e9841284528f,MALVERN,track,-92.81833340012442,34.36467009579256
67a3b322-9c7a-4759-b99e-04629bcf4ee1,MCGEHEE (AKMD),long_axis_in,-91.388520709535,33.61913078678552
31ccd0be-d02a-4dfb-901a-1aee2085d16b,MCGEHEE (AKMD),long_axis_out,-91.39204341009378,33.63550514249708
f518a8c6-fdd8-457f-bdca-394fe67a357b,MCGEHEE (AKMD),track,-91.388520709535,33.62047825354801
52f7f465-c260-4bb2-b516-f1a08af0ba95,MCGEHEE (AKMD),track,-91.39204341009378,33.63685260925957
713779d6-4b3d-4faf-bbbf-f2e6c8bdfda8,MCGEHEE (AKMD),track,-91.388520709535,33.61778332002303
1187dbee-a68f-447b-b9e1-fe72dd307fb5,MCGEHEE (AKMD),track,-91.39204341009378,33.63415767573459
35f55c8d-5a9c-48fb-b11f-45858f97fb39,MCGEHEE (AKMD),track,-91.388520709535,33.62182572031049
7c0c263e-ac52-4351-9774-d0801dc4f189,MCGEHEE (AKMD),track,-91.39204341009378,33.63820007602205
20b8f2d4-fc1e-4bfc-a0c3-f055323d5f78,MCGEHEE (AKMD),track,-91.388520709535,33.61643585326055
ec471025-45e9-4e83-aac1-a546190a42c8,MCGEHEE (AKMD),track,-91.39204341009378,33.63281020897211
1c9a2f9b-41bd-48c1-baa7-719a2235273c,FLOMATON,long_axis_in,-87.25376601860985,30.99938148539682
228ff619-95c9-4430-8e59-2e05a6f65e96,FLOMATON,long_axis_out,-87.22292693490411,31.06132063073656
9103b2d6-2a4b-47b6-98e2-24fc575a1d4f,FLOMATON,track,-87.25376601860985,31.000728952159307
09bc3ca6-302d-4b26-82bf-7d9a78f87130,FLOMATON,track,-87.22292693490411,31.062668097499046
3c530f2b-08e5-4e89-b0d3-3e33c1b0b755,FLOMATON,track,-87.25376601860985,30.998034018634335
25165eea-5364-4433-b794-2d031271f4a1,FLOMATON,track,-87.22292693490411,31.059973163974075
3fe92984-0128-4989-8e48-38867f7a9231,FLOMATON,track,-87.25376601860985,31.002076418921796
e8d3c0df-33bd-49f0-b906-8f8cd312862f,FLOMATON,track,-87.22292693490411,31.064015564261535
fff4c599-dc99-40b0-8fa1-1c8d25ae365f,FLOMATON,track,-87.25376601860985,30.996686551871846
b0de23ef-d1bd-43c0-80c6-a3dd56976e42,FLOMATON,track,-87.22292693490411,31.058625697211586
d6fc91be-9091-462f-a43d-71e5691d0018,MOBILE (CN),long_axis_in,-88.04926271214863,30.70809789828096
1e62bc1c-b413-4932-89da-1ee48fc9b8cf,MOBILE (CN),long_axis_out,-88.06570865216615,30.72101556426593
14b83469-c7ff-4a2a-8f6e-58e6d278f3aa,MOBILE (CN),track,-88.04926271214863,30.709445365043447
132f8819-ca63-46c1-bf67-4fbbd46ba0bf,MOBILE (CN),track,-88.06570865216615,30.722363031028415
f0c27541-f98b-4821-bb9e-abec156d5cb1,MOBILE (CN),track,-88.04926271214863,30.706750431518476
de4e27f5-3211-48fc-a1f6-c444163daccd,MOBILE (CN),track,-88.06570865216615,30.719668097503444
222fcc04-b1a3-4ddf-8272-cb6ac3001c49,MOBILE (CN),track,-88.04926271214863,30.710792831805936
a275940a-4f45-496a-8e32-7055080f30d7,MOBILE (CN),track,-88.06570865216615,30.723710497790904
da94c669-afd6-41bf-be61-61396fefa655,MOBILE (CN),track,-88.04926271214863,30.705402964755987
f4a21f0f-9229-402e-ac4c-abdaa68431b9,MOBILE (CN),track,-88.06570865216615,30.718320630740955
cf0a8453-ba7e-4343-9520-71a579e2dcf1,CROSSETT,long_axis_in,-91.95833443635597,33.13935723047904
27711b85-1f9a-4fb9-b712-0cf45d25af1b,CROSSETT,long_axis_out,-91.9620960306921,33.14167564401563
237fa6d3-c71b-4d06-97f4-33d0ac0377fe,CROSSETT,track,-91.95833443635597,33.14070469724153
d8856ed0-a3af-4cfb-ac9a-000b9dba7749,CROSSETT,track,-91.9620960306921,33.14302311077812
2586af23-5cbd-4358-a429-a6dd64de3546,CROSSETT,track,-91.95833443635597,33.13800976371655
dbffe9f3-fffa-4d97-a507-73c992a7cf61,CROSSETT,track,-91.9620960306921,33.14032817725314
ce01ce3e-060a-4300-a5a1-50b0fa890058,CROSSETT,track,-91.95833443635597,33.14205216400401
c7290365-cc63-4641-a4d2-66713771e3b8,CROSSETT,track,-91.9620960306921,33.1443705775406
01b0bcaa-c7cf-40fa-96ff-2be2219c6ce8,CROSSETT,track,-91.95833443635597,33.13666229695407
075f7513-c3b3-45c8-bdd8-183f01f91cbe,CROSSETT,track,-91.9620960306921,33.13898071049066
682116f1-8f4c-4af7-9737-92c86ab30a1d,MONROE STATION,long_axis_in,-92.10699553142722,32.50462660324568
98a4faf5-4a71-41ab-b3c6-d11175f1ea43,MONROE STATION,long_axis_out,-92.110519816627,32.50589344159489
6051aa49-5e4e-4ac9-b855-734dcb8584b2,MONROE STATION,track,-92.10699553142722,32.50597407000817
752075ba-72d0-44bf-844e-3f1cf784a98e,MONROE STATION,track,-92.110519816627,32.50724090835738
c2c5d889-aaa2-4245-b563-f5ce5a80b780,MONROE STATION,track,-92.10699553142722,32.503279136483194
0cdef9d2-1c19-4fc8-b1f2-56e1fa615a06,MONROE STATION,track,-92.110519816627,32.5045459748324
d2c1d31e-ab74-4e70-bf9f-8d6c0aced0e7,MONROE STATION,track,-92.10699553142722,32.507321536770654
6e8fc675-8184-49a0-9722-82c736af2785,MONROE STATION,track,-92.110519816627,32.508588375119864
f3330efd-99a7-4bd0-b80e-840f8d4cf8ff,MONROE STATION,track,-92.10699553142722,32.50193166972071
97a0a04f-6c95-436e-b2b3-c26e75f0c75b,MONROE STATION,track,-92.110519816627,32.50319850806992
5428f9aa-bd41-40be-813b-487dcf6e4f12,ALTON & SOUTHERN,long_axis_in,-90.13610747009803,38.60224716772831
31242914-90db-41a5-b46e-1c528050457b,ALTON & SOUTHERN,long_axis_out,-90.12182951412656,38.59286804186442
9665ad47-eede-4243-b5ad-f006f187f96f,ALTON & SOUTHERN,gate_out,-90.120675,38.59365
4d52bf05-39c1-416d-b664-1d7ca75e5ee3,ALTON & SOUTHERN,track,-90.13610747009803,38.6035946344908
103c417f-d97a-42f0-81ad-4cbf8604f096,ALTON & SOUTHERN,track,-90.12182951412656,38.59421550862691
5497d578-7e52-44d6-af13-5ab1b652d47a,ALTON & SOUTHERN,track,-90.13610747009803,38.60089970096582
45b5fd81-2d5a-4a84-8af2-814db2069fd8,ALTON & SOUTHERN,track,-90.12182951412656,38.59152057510193
7f653432-4246-442a-8917-b2037b5326b7,ALTON & SOUTHERN,track,-90.13610747009803,38.60494210125328
f164c499-fde5-4f2b-8749-5b74ba7ee474,ALTON & SOUTHERN,track,-90.12182951412656,38.59556297538939
d8771e9d-0821-4631-89de-2485f63b8f18,ALTON & SOUTHERN,track,-90.13610747009803,38.59955223420334
c66c12ea-b6e3-4e64-a7ec-5c030bc0c20f,ALTON & SOUTHERN,track,-90.12182951412656,38.59017310833945
b861512a-c0c3-4345-b1e0-ccea4c92335e,EAST ST LOUIS AUTORAMP,long_axis_in,-90.12439079362252,38.57348200101002
2ddc05b4-4cc3-458b-81e4-cad656b133f1,EAST ST LOUIS AUTORAMP,long_axis_out,-90.13351096657625,38.58110539753964
eb60d06e-d91e-4379-9438-fedd6e1f9816,EAST ST LOUIS AUTORAMP,track,-90.12439079362252,38.57482946777251
3b66cf27-e587-408d-8f7c-6622659da4ad,EAST ST LOUIS AUTORAMP,track,-90.13351096657625,38.58245286430213
1d65a7bf-89e7-401c-b4ac-808ac8460ce3,EAST ST LOUIS AUTORAMP,track,-90.12439079362252,38.57213453424753
16d34962-f7d0-4e5a-bbc9-666ca87fef10,EAST ST LOUIS AUTORAMP,track,-90.13351096657625,38.57975793077715
5e8aabae-5675-4a44-afe7-dc7d172af183,EAST ST LOUIS AUTORAMP,track,-90.12439079362252,38.57617693453499
517803ff-5e1f-4c3a-a302-03420de24643,EAST ST LOUIS AUTORAMP,track,-90.13351096657625,38.58380033106461
75485b37-cf18-493e-8f18-7fc74df1782d,EAST ST LOUIS AUTORAMP,track,-90.12439079362252,38.57078706748505
61b9457c-783c-44ca-873a-f19cd7264c7a,EAST ST LOUIS AUTORAMP,track,-90.13351096657625,38.57841046401467
82eec773-4b8d-4a7c-9c4d-5abd197bc27d,GATEWAY,long_axis_in,-90.1356758945547,38.58247440783537
eb72c86a-3c1a-46d9-b317-3212330bb5f8,GATEWAY,long_axis_out,-90.15332925705457,38.59920517283914
5a95743f-3f11-4d95-b68e-4d72012e6009,GATEWAY,track,-90.1356758945547,38.58382187459786
773fc55b-8d4f-4be6-a589-c2092a4964c9,GATEWAY,track,-90.15332925705457,38.60055263960163
dae18a7f-2555-418c-ac7a-4d3fd5db12c5,GATEWAY,track,-90.1356758945547,38.58112694107288
a99233dd-3e97-41da-8671-6fb9cdbfcca4,GATEWAY,track,-90.15332925705457,38.59785770607665
b3b6afa4-81cf-4ce3-96d7-dd41ca37e639,GATEWAY,track,-90.1356758945547,38.58516934136034
54a8bd71-e791-4438-a328-b6d9282af4d3,GATEWAY,track,-90.15332925705457,38.60190010636411
83a93389-b1f3-4e52-8f04-3f2458605c7e,GATEWAY,track,-90.1356758945547,38.5797794743104
f36a80aa-d21f-4a3c-a1e2-2e147cebfb6a,GATEWAY,track,-90.15332925705457,38.59651023931417
ab8f6f7f-ade3-42eb-a0c9-9070f89077a8,MITCHELL,long_axis_in,-90.08959163969267,38.74992205187782
28b58ea1-413f-42d8-9d63-f28d69f14730,MITCHELL,long_axis_out,-90.08974936995713,38.76213915439872
6a4f6d01-a251-47c6-bc52-6b1d35c87a42,MITCHELL,track,-90.08959163969267,38.751269518640306
bac76166-f769-444c-98e2-b04e820adcbd,MITCHELL,track,-90.08974936995713,38.763486621161206
14373ca4-3a09-4b77-bad2-d649ae2fcd23,MITCHELL,track,-90.08959163969267,38.74857458511533
63c6d598-fe5c-4b42-9756-65f6feb183d9,MITCHELL,track,-90.08974936995713,38.76079168763623
6dffadbf-31d2-4133-9840-8729752174ad,MITCHELL,track,-90.08959163969267,38.75261698540279
df25a6f4-9cba-4c7c-8c56-b6860062f999,MITCHELL,track,-90.08974936995713,38.76483408792369
