link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
1,1,1371,1,300,0.1864113,1,900,55.04587156,34.20390826,42.9,2,,0.282,4,1,0,-1,0.327,"LINESTRING (153.2983311 -28.00211673, 153.300768 -28.000522)"
2,2,2012,1,260,0.16155646,1,1600,90.1734104,56.0311422,70.2,2,,0.282,4,1,0,-1,0.173,"LINESTRING (153.5293645 -28.19705754, 153.527896 -28.195127)"
3,3,2402,1,200,0.1242742,1,1100,60,37.28226,46.8,2,,0.282,4,1,0,-1,0.2,"LINESTRING (153.54142 -28.18870599, 153.540077 -28.187321)"
4,4,1875,1,160,0.09941936,1,800,75,46.602825,58.5,1,,0.282,4,1,0,-1,0.128,"LINESTRING (153.3131564 -27.87377769, 153.313394 -27.875173)"
5,5,1880,1,200,0.1242742,1,800,70.1754386,43.60498246,54.6,1,,0.282,4,1,0,-1,0.171,"LINESTRING (153.314272 -27.87156622, 153.314256 -27.873398)"
6,6,1894,1,250,0.15534275,1,800,64.93506494,40.34876623,50.7,1,,0.282,4,1,0,-1,0.231,"LINESTRING (153.2915332 -27.90617069, 153.292982 -27.904321)"
7,7,1970,1,520,0.32311292,1,800,65,40.389115,50.7,1,,0.282,4,1,0,-1,0.48,"LINESTRING (153.2804385 -28.03124497, 153.2822 -28.026818)"
8,8,1977,1,330,0.20505243,1,600,45,27.961695,27,1,,0.667,4,1,0,-1,0.44,"LINESTRING (153.267388 -28.15488686, 153.26815 -28.152029)"
9,9,3448,1,310,0.19262501,1,600,55.0295858,34.19378876,33,1,,0.667,4,1,0,-1,0.338,"LINESTRING (153.3862843 -28.2322303, 153.386166 -28.229436)"
10,10,2012,1,260,0.16155646,1,1600,90.1734104,56.0311422,70.2,2,,0.282,4,1,0,-1,0.173,"LINESTRING (153.529226 -28.1971186, 153.527896 -28.195127)"
11,11,2867,1,450,0.27961695,1,600,54.9898167,34.16907739,33,5,,0.667,4,1,0,-1,0.491,"LINESTRING (153.2897927 -28.05185613, 153.289041 -28.049258)"
12,12,3627,1,180,0.11184678,1,400,40,24.85484,24,1,,0.667,4,1,0,-1,0.27,"LINESTRING (153.3243985 -27.88062793, 153.323734 -27.882097)"
13,13,3499,1,490,0.30447179,1,1800,110.1123596,68.42062697,89.8,4,,0.225,4,1,0,-1,0.267,"LINESTRING (153.3132153 -27.86783878, 153.313794 -27.872177)"
14,14,3499,1,490,0.30447179,1,1800,110.1123596,68.42062697,89.8,4,,0.225,4,1,0,-1,0.267,"LINESTRING (153.3128916 -27.86785561, 153.313794 -27.872177)"
15,15,3441,1,150,0.09320565,1,700,54.87804878,34.09962805,33,2,,0.667,4,1,0,-1,0.164,"LINESTRING (153.5195577 -28.18672465, 153.520674 -28.187583)"
16,16,3576,1,360,0.22369356,1,800,60,37.28226,46.8,1,,0.282,4,1,0,-1,0.36,"LINESTRING (153.285121 -27.91724932, 153.288371 -27.918688)"
17,17,3839,1,1160,0.72079036,1,400,30,18.64113,18,1,,0.667,4,1,0,-1,2.32,"LINESTRING (153.4851161 -28.16690725, 153.495038 -28.161269)"
18,18,2452,1,270,0.16777017,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.675,"LINESTRING (153.3790672 -27.86701992, 153.379047 -27.869409)"
19,19,2795,1,440,0.27340324,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.1,"LINESTRING (153.320391 -27.927462, 153.324859 -27.927354)"
20,20,2166,1,220,0.13670162,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.55,"LINESTRING (153.319041 -27.925222, 153.321284 -27.925049)"
21,21,3843,1,220,0.13670162,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.55,"LINESTRING (153.333178 -27.937353, 153.331433 -27.936137)"
22,22,3309,1,280,0.17398388,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.7,"LINESTRING (153.32565 -27.937333, 153.328086 -27.93603)"
23,23,3350,1,290,0.18019759,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.725,"LINESTRING (153.32225 -27.935551, 153.324002 -27.937694)"
24,24,3728,1,200,0.1242742,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.5,"LINESTRING (153.322835 -27.943909, 153.32472 -27.944474)"
25,25,3419,1,350,0.21747985,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.875,"LINESTRING (153.315823 -27.931312, 153.315695 -27.928128)"
26,25,3718,1,360,0.22369356,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.9,"LINESTRING (153.315823 -27.931312, 153.316571 -27.934445)"
27,26,4769,1,350,0.21747985,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.875,"LINESTRING (153.334936 -27.950929, 153.3370319 -27.95344088)"
28,27,3885,1,80,0.04970968,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.2,"LINESTRING (153.304675 -27.948636, 153.305112 -27.947998)"
29,28,3710,1,180,0.11184678,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.45,"LINESTRING (153.309396 -27.940525, 153.308849 -27.938989)"
30,29,2791,1,450,0.27961695,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.125,"LINESTRING (153.316484 -27.948822, 153.320329 -27.946581)"
31,30,3730,1,480,0.29825808,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.2,"LINESTRING (153.295917 -27.929232, 153.300814 -27.929498)"
32,31,3882,1,340,0.21126614,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.85,"LINESTRING (153.299204 -27.94155, 153.302593 -27.940728)"
33,32,2799,1,230,0.14291533,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.575,"LINESTRING (153.312936 -27.922, 153.314485 -27.920508)"
34,33,1069,1,290,0.18019759,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.725,"LINESTRING (153.317632 -27.920265, 153.315171 -27.91879)"
35,34,2165,1,210,0.13048791,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.525,"LINESTRING (153.322825 -27.922409, 153.320665 -27.922623)"
36,35,2982,1,260,0.16155646,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.65,"LINESTRING (153.311867 -27.919129, 153.31053 -27.921181)"
37,36,2981,1,100,0.0621371,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.25,"LINESTRING (153.303453 -27.919977, 153.304357 -27.920393)"
38,37,2978,1,190,0.11806049,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.475,"LINESTRING (153.308864 -27.92145, 153.307169 -27.922214)"
39,38,3174,1,200,0.1242742,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.5,"LINESTRING (153.317101 -27.914001, 153.318612 -27.912832)"
40,39,2852,1,280,0.17398388,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.7,"LINESTRING (153.313752 -27.908282, 153.316604 -27.907802)"
41,40,2180,1,220,0.13670162,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.55,"LINESTRING (153.308181 -27.891268, 153.30654 -27.892634)"
42,41,1891,1,310,0.19262501,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.775,"LINESTRING (153.306106 -27.88735, 153.304901 -27.889888)"
43,42,3202,1,320,0.19883872,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.8,"LINESTRING (153.299956 -27.906647, 153.303145 -27.907177)"
44,43,1968,1,230,0.14291533,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.575,"LINESTRING (153.307131 -27.906206, 153.305573 -27.904707)"
45,44,2531,1,190,0.11806049,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.475,"LINESTRING (153.29837 -27.897932, 153.297333 -27.896516)"
46,45,2816,1,350,0.21747985,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.875,"LINESTRING (153.29311 -27.89472657, 153.29616 -27.89307)"
47,46,1978,1,400,0.2485484,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1,"LINESTRING (153.295784 -28.022215, 153.299045 -28.024373)"
48,47,3292,1,1330,0.82642343,1,1800,24,14.912904,24,5,,0,4,1,0,-1,3.325,"LINESTRING (153.30341 -28.131403, 153.306409 -28.119737)"
49,48,3293,1,620,0.38525002,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.55,"LINESTRING (153.329479 -28.10907, 153.32342 -28.107471)"
50,49,3409,1,660,0.41010486,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.65,"LINESTRING (153.315797 -28.036225, 153.309395 -28.038051)"
51,50,2191,1,160,0.09941936,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.4,"LINESTRING (153.334201 -28.009283, 153.335252 -28.010423)"
52,51,3235,1,310,0.19262501,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.775,"LINESTRING (153.333636 -28.020801, 153.333446 -28.01801)"
53,52,3233,1,320,0.19883872,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.8,"LINESTRING (153.331338 -28.015538, 153.33004 -28.012868)"
54,53,3234,1,320,0.19883872,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.8,"LINESTRING (153.32399 -28.019987, 153.326676 -28.021679)"
55,54,1349,1,150,0.09320565,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.375,"LINESTRING (153.339645 -28.013659, 153.338757 -28.014781)"
56,55,2756,1,260,0.16155646,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.65,"LINESTRING (153.340834 -28.017296, 153.34162 -28.015042)"
57,56,2194,1,180,0.11184678,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.45,"LINESTRING (153.346041 -28.016482, 153.344286 -28.01688)"
58,57,3171,1,190,0.11806049,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.475,"LINESTRING (153.343258 -28.004185, 153.342908 -28.005893)"
59,58,2595,1,150,0.09320565,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.375,"LINESTRING (153.335305 -27.987442, 153.335415 -27.988809)"
60,59,2186,1,110,0.06835081,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.275,"LINESTRING (153.328885 -28.000331, 153.327817 -28.000605)"
61,60,2755,1,120,0.07456452,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.3,"LINESTRING (153.336034 -28.006386, 153.33601 -28.005276)"
62,61,2185,1,360,0.22369356,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.9,"LINESTRING (153.330863 -28.005189, 153.327423 -28.006297)"
63,62,2860,1,150,0.09320565,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.375,"LINESTRING (153.336965 -27.998848, 153.33718 -28.000203)"
64,63,2555,1,120,0.07456452,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.3,"LINESTRING (153.326697 -28.00426, 153.32787 -28.003879)"
65,64,3356,1,270,0.16777017,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.675,"LINESTRING (153.321199 -28.005771, 153.323677 -28.004644)"
66,65,3232,1,250,0.15534275,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.625,"LINESTRING (153.316717 -28.005011, 153.318572 -28.006551)"
67,66,3340,1,230,0.14291533,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.575,"LINESTRING (153.319239 -28.002901, 153.318277 -28.000971)"
68,67,2753,1,190,0.11806049,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.475,"LINESTRING (153.313516 -27.998685, 153.312628 -28.000238)"
69,68,3339,1,260,0.16155646,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.65,"LINESTRING (153.316425 -27.998689, 153.317188 -28.000972)"
70,69,3360,1,100,0.0621371,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.25,"LINESTRING (153.323349 -27.99948, 153.322697 -27.998837)"
71,70,3341,1,240,0.14912904,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.6,"LINESTRING (153.320223 -27.999049, 153.321187 -28.001072)"
72,71,2533,1,190,0.11806049,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.475,"LINESTRING (153.299652 -28.005106, 153.30156 -28.004843)"
73,72,2763,1,180,0.11184678,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.45,"LINESTRING (153.313618 -27.994729, 153.311903 -27.994236)"
74,73,2590,1,170,0.10563307,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.425,"LINESTRING (153.307413 -27.99915, 153.30643 -28.000363)"
75,74,2113,1,180,0.11184678,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.45,"LINESTRING (153.324814 -27.994549, 153.326113 -27.995686)"
76,75,2111,1,460,0.28583066,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.15,"LINESTRING (153.32499 -27.987889, 153.320594 -27.989291)"
77,76,2179,1,560,0.34796776,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.4,"LINESTRING (153.305058 -27.989325, 153.310499 -27.987922)"
78,77,3330,1,210,0.13048791,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.525,"LINESTRING (153.326335 -27.984599, 153.328326 -27.985302)"
79,78,3411,1,170,0.10563307,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.425,"LINESTRING (153.339618 -27.98349, 153.339878 -27.984972)"
80,79,1339,1,470,0.29204437,1,1800,24,14.912904,24,5,,0,4,1,0,-1,1.175,"LINESTRING (153.34569 -27.991463, 153.341607 -27.993718)"
81,79,2750,1,260,0.16155646,1,1800,24,14.912904,24,5,,0,4,1,0,-1,0.65,"LINESTRING (153.34569 -27.991463, 153.34657 -27.993689)"
