link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,free_speed,vdf_free_speed_mph,vdf_fftt,vdf_toll,link_type,vdf_alpha,vdf_beta,vdf_plf,lanes,capacity,ref_volume,obs_volume,geometry
12981,1,802,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1500123 39.914074)"
12983,1,1476,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1505351 39.9141413)"
12985,1,1477,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1510236 39.9142042)"
12987,1,1478,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.151577 39.9142755)"
12989,1,1479,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1523612 39.9143765)"
12991,1,1480,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1525953 39.9144066)"
12993,1,1481,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1531604 39.9144793)"
12254,1,1482,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.15135300535715 39.9170642517857, -75.1550551 39.9147233)"
4351,2,500,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.175851 39.8961581)"
4516,2,501,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1763035 39.8940415)"
4353,2,510,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.175416 39.8973285)"
4355,2,513,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1746019 39.8961249)"
4357,2,1134,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1817623 39.8983628)"
4359,2,1177,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1827256 39.898352)"
3818,2,1932,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1664774 39.8907732)"
4518,2,1933,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1702315 39.8904781)"
3820,2,1934,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1666105 39.8918585)"
4520,2,1935,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1736383 39.8902224)"
4522,2,1936,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1716747 39.8903783)"
4524,2,1937,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1758703 39.8900508)"
4526,2,1938,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1770232 39.8899634)"
4528,2,1939,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1760258 39.8913349)"
4540,2,1940,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1787234 39.8898346)"
4542,2,1941,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1805202 39.8896984)"
4544,2,1942,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.183693 39.889519)"
4546,2,1943,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1847734 39.8895287)"
4361,2,2463,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1748795 39.8989211)"
4363,2,2464,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1748509 39.8990368)"
4365,2,2465,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.174195 39.8988202)"
4367,2,3293,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1753769 39.8974566)"
4369,2,3294,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1738313 39.8971103)"
3822,2,6393,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1667076 39.8926075)"
4530,2,6394,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1698756 39.8938702)"
4371,2,7962,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1915903 39.8949661)"
4373,2,8125,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.186632 39.8959829)"
4375,2,8126,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1829226 39.8967101)"
4377,2,8411,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1755435 39.8991927)"
4379,2,8412,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1754708 39.8990926)"
4381,2,8413,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1755712 39.8974928)"
4383,2,8757,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1709002 39.8967552)"
4385,2,8758,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1750611 39.8981161)"
4387,2,8759,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1876522 39.8911782)"
4548,2,8760,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1851712 39.8894651)"
4389,2,8887,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1740709 39.8973034)"
4391,2,8888,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1741461 39.8963809)"
4393,2,8889,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1737981 39.8972618)"
4395,2,8890,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1741054 39.8964191)"
4397,2,8891,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1708958 39.896588)"
4399,2,9082,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1793958 39.8974535)"
4532,2,9288,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.171711 39.8949021)"
4534,2,9289,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1699165 39.8938275)"
4536,2,9290,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1716649 39.8949505)"
3824,2,9477,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1680883 39.8927225)"
4401,2,9478,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1786123 39.8976064)"
3826,2,9480,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1679793 39.8948458)"
4403,2,10114,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.17864983626372 39.89104911538461, -75.1756091 39.8973564)"
30463,3,1203,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.092241 40.031708)"
30465,3,1204,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.091806 40.032145)"
30467,3,1205,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.09262 40.031306)"
30469,3,2377,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.091412 40.032579)"
30471,3,2379,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0898907 40.029153)"
30473,3,2380,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0902843 40.0289363)"
30748,3,2886,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.088626 40.035435)"
30750,3,2887,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.088576 40.035487)"
30752,3,2888,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.088992 40.035058)"
30754,3,2892,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.088155 40.035917)"
30475,3,3203,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0909594 40.0287232)"
30477,3,3205,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0889338 40.0298375)"
30479,3,3206,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0893598 40.0294452)"
30481,3,3207,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0900332 40.029233)"
30225,3,3696,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.08786 40.0360731)"
30227,3,3697,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.087607 40.035611)"
30229,3,3698,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.087162 40.034813)"
30483,3,4453,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.091029 40.032972)"
30485,3,4454,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.090599 40.033398)"
30756,3,5205,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.090234 40.036406)"
30758,3,5206,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.089808 40.036834)"
30774,3,5213,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.090626 40.036005)"
30487,3,5464,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.090193 40.033826)"
30489,3,5465,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.089808 40.034222)"
30491,3,5604,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.09379 40.031512)"
30493,3,5605,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.09392 40.032647)"
30495,3,5606,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0935433 40.0311827)"
30760,3,6619,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.089374 40.034654)"
30497,3,6672,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0895421 40.0289571)"
30499,3,7219,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.093204 40.030704)"
30501,3,7220,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0930156 40.0308916)"
30762,3,7222,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0881085 40.0365897)"
30740,3,7505,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0887195 40.0384239)"
30764,3,7994,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0886905 40.0379684)"
30503,3,8840,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0902503 40.0285672)"
30231,3,9285,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0852829 40.0321158)"
30505,3,9659,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0881598 40.0301058)"
30507,3,9660,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0883016 40.0301852)"
30233,3,9662,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0865546 40.0311458)"
30235,3,9666,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0854477 40.0317485)"
30766,3,10084,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.0888925 40.0378217)"
30768,3,10085,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.089397 40.0372798)"
30509,3,10233,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.093497 40.033072)"
30511,3,10234,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.093084 40.033497)"
30513,3,10235,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.092698 40.033896)"
30742,3,10236,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.09227 40.034323)"
30776,3,10237,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.091857 40.034759)"
30778,3,10238,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.091464 40.035146)"
30780,3,10239,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.09079207475729 40.03446718446602, -75.091031 40.035582)"
31508,4,2875,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.078485 40.034967)"
31510,4,2876,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.078143 40.035331)"
31512,4,2877,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0788843 40.0345563)"
31483,4,3121,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0735512 40.0372967)"
31485,4,3122,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0744396 40.0377919)"
31080,4,3208,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0787156 40.0334685)"
31082,4,3209,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0798152 40.0332153)"
31084,4,3231,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0778953 40.0335262)"
31514,4,4125,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0786111 40.0382118)"
31516,4,4127,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.078999 40.037796)"
31518,4,4128,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0765368 40.0370534)"
31520,4,4129,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.075926 40.037657)"
31522,4,4130,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.077181 40.036352)"
31487,4,4270,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0753294 40.038288)"
31524,4,4464,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.079265 40.037516)"
31086,4,5368,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.074866 40.0342238)"
29289,4,5369,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0711276 40.0347558)"
31088,4,5370,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.071832 40.0335112)"
29291,4,5372,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0714394 40.0342158)"
31090,4,6582,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0796401 40.0337507)"
31092,4,6583,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0792791 40.0341355)"
31094,4,6584,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.080059 40.0333042)"
31526,4,7843,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0787789 40.0363325)"
31528,4,7845,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.07935 40.037433)"
31530,4,7848,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0777394 40.0357485)"
31551,4,7849,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0764628 40.0350547)"
31532,4,7851,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0776536 40.0358402)"
31096,4,7860,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0729121 40.0331755)"
31553,4,8208,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.077266 40.036262)"
31534,4,8848,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.078686 40.0364195)"
31098,4,8849,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0778036 40.0332185)"
31100,4,8850,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0766951 40.0333392)"
31102,4,8851,1,0.0,0.0,10,6.21371192,0.0,0,0,0.5,1.2,1,1,99999,0.0,0,"LINESTRING (-75.07711873023254 40.03493964186048, -75.0744537 40.0339899)"
